id;type;title;subtitle;author;publication_date;publisher_id;place;editor
454;book;Kunstsalon Paul Cassirer. Die Ausstellungen 1910-1912;\N;Echte Bernhard\; Feilchenfeldt, Walter;2016-00-00;\N;Wädenswil;\N
455;book;XIII. Jahrgang. Winter 1910/1911. II. Ausstellung. [Norwegische Künstler. Karl Hofer];\N;\N;1910-00-00;\N;\N;\N
456;book;XIII. Jahrgang. Winter 1910/1911. III. Ausstellung. Vincent van Gogh;\N;\N;1910-00-00;\N;\N;\N
457;book;XIII. Jahrgang. Winter 1910/1911. IV. Ausstellung. [Kollektionen von Pierre Bonnard, Ulrich Hübner, Leo Klein-Diepold, Hedwig Moos];[Werke von Arnold Schönberg];\N;1910-00-00;\N;\N;\N
458;book;XIII. Jahrgang. Winter 1910/11. V. Ausstellung. [Corinth "Golgatha"];\N;\N;1911-00-00;\N;\N;\N
459;book;XIII. Jahrgang. Winter 1910/11. VI. Ausstellung. Neue Künstler-Vereinigung München;\N;\N;1911-00-00;\N;\N;\N
460;book;Francis Picabia Catalogue Raisonné Volume II, 1915-1927;\N;Camfield, William A.\; Calté, Beverly\; Clemens, Candace\; Pierre, Arnauld;2016-00-00;6;Brussels;\N
461;book;A Művészház harmadik csoportos kiállitása;\N;\N;1910-00-00;\N;\N;\N
462;book;Catalogue of the Fortieth Exhibition of Modern Pictures. New English Art Club;\N;\N;1908-00-00;\N;\N;\N
463;book;Kollektiv-Ausstellung O. M. Miethke-Gutenegg. München;\N;\N;1907-00-00;\N;\N;\N
464;book;Katalog der Sechzehnten Ausstellung der Berliner Secession. Zeichnende Künste;Dezember 1908;\N;1908-00-00;8;Berlin;\N
465;book;A Művészház negyedik csoportos kiállítása;\N;\N;1911-00-00;\N;\N;\N
466;book;A Művészház első csoportos kiállitása;\N;\N;1909-00-00;\N;\N;\N
467;book;La libre Esthétique - Douzième Exposition;\N;\N;1905-00-00;\N;\N;\N
468;book;V. Csoportos kiállitás a Művészházban;\N;\N;1911-00-00;\N;\N;\N
469;book;Kollektiv-Ausstellung Egon Schiele;\N;\N;1914-00-00;103;\N;\N
470;book;Exhibition of Pictures, &c. by Well-Known Austrian Artists;\N;\N;1907-00-00;\N;\N;\N
471;book;XIII. Jahrgang. Winter 1910/1911. VIII. Ausstellung. [Kollektionen von Paul Cézanne, Ferdinand Hodler, Leopold von Kalckreuth, Fritz von Uhde, Maurice H. Sterne];[Werke von Gustave Courbet, Charles Daubigny, Edgar Degas];\N;1911-00-00;\N;\N;\N
472;book;XIII. Jahrgang. Winter 1910/1911. IX. Ausstellung. [Kollektionen Walter Bondy, Rudolf Levy, Julius Pascin, Hans Purrmann];[Ungarische Künstler, Französische Impressionisten];\N;1911-00-00;\N;\N;\N
473;book;XIII. Jahrgang. Winter 1910/1911. X. Ausstellung. [Sammlung Maurice Masson, Paris];\N;\N;1911-00-00;\N;\N;\N
474;book;XIII. Jahrgang. Winter 1910/1911. XI. Ausstellung. [Kollektionen von Vally Friedmann, Carl Strathmann, Ines Wetzel];\N;\N;1911-00-00;\N;\N;\N
475;book;[XIV. Jahrgang. I. Ausstellung. Ferdinand Hodler];\N;\N;1911-00-00;\N;\N;\N
476;book;XIV. Jahrgang. Winter 1911/1912. II. Ausstellung. [Kollektionen Martin Bloch, Henryk Glicenstein, Konrad v. Kardorff];[Werke von Paul Cézanne, Max Liebermann, Kurt E. Kroner, Louis Tuaillon];\N;1911-00-00;\N;\N;\N
477;book;XIV. Jahrgang. Winter 1911/1912. III. Ausstellung. [Kollektionen Leo Klein-Diepold, Oskar Moll, Max Pechstein, Fritz Rhein, Josef Rippl-Rónai];\N;\N;1911-00-00;\N;\N;\N
478;book;XIV. Jahrgang. Winter 1911/1912. IV. Ausstellung. [Kollektionen Richard Dreher, Werner Hoffmann, Max Oppenheimer];\N;\N;1912-00-00;\N;\N;\N
479;book;La Libre Esthétique. La treizième Exposition à Bruxelles;\N;\N;1906-00-00;\N;\N;\N
480;book;XIV. Jahrgang. Winter 1911/1912. V. Ausstellung. [Lovis Corinth, Franz von Hatvany, Heinrich Hübner, Fritz Behn];\N;\N;1912-00-00;\N;\N;\N
481;book;XIV. Jahrgang. Winter 1911/1912. VI. Ausstellung. [Auguste Renoir, Adolph Ed. Herstein, Robert Hoffmann, Georg Kolbe];\N;\N;1912-00-00;\N;\N;\N
482;book;XIV. Jahrgang. Winter 1911/1912. VII. Ausstellung. [Curt Herrmann, Ulrich Hübner, Waldemar Rösler, Albert Weisgerber];\N;\N;1912-00-00;\N;\N;\N
483;book;XIV. Jahrgang. Winter 1911/1912. VIII. Ausstellung. [Paul Cézanne, E. R. Butler, Maria Slavona, G. H. Wolff];\N;\N;1912-00-00;\N;\N;\N
484;book;XIV. Jahrgang. Winter 1911/1912. IX. Ausstellung. [Sommerausstellung];\N;\N;1912-00-00;\N;\N;\N
485;book;Silver Age. Russische Kunst in Wien um 1900 (exhibition catalogue Belvedere Wien);\N;\N;2014-00-00;\N;Vienna;Husslein-Arco, Agnes\; Weidinger, Alfred
486;book;Catalogue of Water Colour Drawings by Alfred W. Rich;\N;\N;1905-00-00;\N;\N;\N
487;book;Catalogue of Paintings and Drawings by Roger Fry and Hon. Neville Lytton;\N;\N;1907-00-00;\N;\N;\N
488;book;A Művészház Második Zsűrimentes Kiállítása;\N;\N;1911-00-00;\N;\N;\N
489;book;Imp. Royal Austrian Exhibition. London;\N;\N;1906-00-00;\N;Vienna;\N
490;book;Kövér Gyula Ujabb Festményeinek Kiállitása;\N;\N;1911-00-00;\N;\N;\N
491;book;X. Jahrgang. 1907/1908. X. Ausstellung. Francisco de Goya;\N;\N;1908-00-00;\N;\N;\N
492;book;Peintures de Pierre Girieud;\N;\N;1907-00-00;\N;\N;\N
493;book;Catalogue of the Fifty-First Exhibition of Modern Pictures;\N;\N;1914-00-00;\N;\N;\N
494;book;VI. Csoportos Kiállítás a Művészházban;\N;\N;1912-00-00;111;Budapest;\N
495;book;František Kupka Catalogue raisonné des huiles;Catalogue Raisonné of Oil Paintings, Soupis olejomaleb;\N;2016-00-00;104;Prague, Manchester, Cologne, New York;Vladimír Lekeš, Agnes Husslein-Arco, Ludmila Lekeš, Eliška Zlatohlávková
496;book;Italo Brass és Lándori Vilmos Gyűjteményes Kiállitása a Művészházban;\N;\N;1911-00-00;\N;\N;\N
497;book;Tentoonstelling van Schilderijen, Aquarellen en Teekeningen van Vincent van Gogh;\N;\N;1911-00-00;\N;\N;\N
498;book;Offizieller Katalog der Ausstellung französischer Kunstwerke;\N;\N;1907-00-00;98;Stuttgart;\N
499;book;Tornyay János Gyűjteményes Kiállitása a Művészházban;\N;\N;1911-00-00;\N;\N;\N
500;book;Vincent van Gogh;\N;\N;1909-00-00;\N;\N;\N
501;book;Kőváry Szilárd Gyűjteményes Kiállítása a Művészházban;\N;\N;1912-00-00;111;Budapest;\N
502;book;Offizieller Katalog der Frühjahr-Ausstellung des Vereins bildender Künstler Münchens "Sezession";\N;\N;1906-00-00;30;Munich;\N
503;book;A Nemzeti Szalon első csoportkiállítása;\N;\N;1907-00-00;\N;\N;\N
504;book;Biró Mihály gyűjteményes kiállitása és az 1912-ik évi zsűrimentes kiállitás a Művészházban;\N;\N;1912-00-00;111;Budapest;\N
505;book;A Művészház 1909–1914;Modern kiállítások Budapesten;\N;2009-00-00;105;Budapest;Judit Gömöry, Nóra  Veszprémi
506;book;Offizieller Katalog der Winter-Ausstellung des Vereins bildender Künstler "Secession";\N;\N;1906-00-00;30;Munich;\N
507;book;Der Sturm. Neue Kunst;\N;\N;1915-00-00;51;Berlin;\N
508;book;A Művészház nagy kiállitása;\N;\N;1914-00-00;\N;\N;\N
509;book;Exhibition of Work by Modern Belgian Artists;\N;\N;1915-00-00;\N;\N;\N
510;book;Second Post-Impressionist Exhibition. British, French and Russian Artists;\N;\N;1912-00-00;13;\N;\N
511;book;Teplánszky Sándor, Nagy István, Gedő Lipót gyűjteményes kiállitása a Művészházban. VIII. Csoport kiállitás;\N;\N;1914-00-00;\N;\N;\N
512;book;Catalogue of the Forty-First Exhibition of Modern Pictures. New English Art Club;\N;\N;1909-00-00;\N;\N;\N
513;book;Gino Severini's Exhibition;\N;\N;1913-00-00;\N;\N;\N
514;book;Paintings by Walter Bayes;\N;\N;1915-00-00;\N;\N;\N
515;book;Tentoonstelling van Schilder- en Teekenwerk van Kees van Dongen;\N;\N;1906-00-00;\N;Rotterdam;\N
516;book;Paintings and Drawings by F. Marchand;\N;\N;1915-00-00;\N;\N;\N
517;book;Die Galerie Miethke. Eine Kunsthandlung im Zentrum der Moderne;\N;Natter, Tobias G.;2004-00-00;\N;Vienna;\N
518;book;Ausstellung der Ungarischen Künstler-Vereinigung "KÉVE";\N;\N;1910-00-00;\N;\N;\N
519;book;Fifty-Third Exhibition of Modern Picture by the New English Art Club;\N;\N;1915-00-00;\N;\N;\N
520;book;Katalog der dreiundzwanzigsten Ausstellung der Berliner Secession. Zeichnende Künste;\N;\N;1911-00-00;9;Berlin;\N
521;book;Catalogue of an Exhibition of Paintings by Contemporary French Artists;\N;\N;1905-00-00;\N;\N;\N
522;book;Katalog der zwölften Kunstausstellung der Berliner Secession. Zeichnende Künste;\N;\N;1906-00-00;8;Berlin;\N
523;book;Pour l'Art. XVIe Exposition Annuelle;\N;\N;1908-00-00;\N;\N;\N
524;book;Fifty-Fourth Exhibition of Modern Picture by the New English Art Club;\N;\N;1915-00-00;\N;\N;\N
525;book;Künstlerbund Hagen. Frühjahrsausstellung. [35. Ausstellung];\N;\N;1912-00-00;17;Vienna;\N
526;book;Catalogue of the Forty-Third Exhibiton of Modern Pictures by the New English Art Club;\N;\N;1910-00-00;\N;\N;\N
527;book;Katalog-Auszug eines Teiles der im Besitze der Modernen Galerie befindlichen Werke;\N;\N;1910-00-00;\N;\N;\N
528;book;Watercolours by C. Maresco Pearce;\N;\N;1910-00-00;\N;London;\N
529;book;Offizieller Katalog der Winter-Ausstellung des Vereins bildender Künstler Münchens "Secession";\N;\N;1907-00-00;30;Munich;\N
530;book;Edvard Munch. Sein graphisches Werk;\N;\N;1915-00-00;\N;\N;\N
531;book;Ernst-Muzeum;A magyar történet, irodalom, művészet, szinészet és zeneemlékeinek gyűjteménye;\N;1912-00-00;106;\N;\N
532;book;Kunstausstellung der Münchener Secession;Kgl. Kunstausstellungsgebäude am Königsplatz, 30. Juni - 31. Oktober 1915;\N;1915-00-00;\N;Munich;\N
533;book;IV. Fényes Adolf ujabb festményei és rajzai gyűjteményes kiállitásának katalógusa;\N;\N;1912-00-00;106;Budapest;\N
534;book;Moderne Franzosen;\N;\N;1914-00-00;103;Vienna;\N
535;book;Exposition de Peintures Aquarelles Dessins de Mme Lewitzka (Sonia);\N;\N;1913-00-00;\N;\N;\N
536;book;Société des Artistes Méridionaux Toulouse. IXme Exposition;Catalogue Ilustré;\N;1914-00-00;\N;\N;\N
537;book;Catalogue of the Forty-Fourth Exhibiton of Modern Pictures by the New English Art Club;\N;\N;1910-12-00;\N;\N;\N
538;book;XII. Magyar-Mannheimer Gusztáv kiállitása;\N;\N;1913-00-00;106;Budapest;\N
539;book;Chinese Studies by Vera Waddington;\N;\N;1910-12-00;91;London;\N
540;book;XV. Gróf Batthyány Gyula és Beck Ö. Fülöp kiállitás;\N;\N;1914-00-00;106;Budapest;\N
541;book;XXXVI. Ausstellung der Vereinigung bildender Künstler Österreichs Secession;\N;\N;1910-00-00;\N;\N;\N
542;book;Kollektion Moderner Franzosen;\N;\N;1913-00-00;\N;Vienna;\N
543;book;Exposition inaugurale dela Salle des Fêtes de la Ville, sous les auspices de l'Administration Communale.;8 Février - 9 Mars 1908;\N;1908-00-00;\N;Anvers;Société Royale d'Encouragement des Beaux-Arts d'Anvers
544;book;Exposition Pierre Girieud;\N;\N;1914-00-00;\N;\N;\N
545;book;Internationale Schwarz-Weiss-Ausstellung;\N;\N;1913-00-00;\N;\N;\N
546;book;Exposition Auguste Herbin;\N;\N;1914-00-00;\N;\N;\N
547;book;Peintures, Dessins, Aquarelles de Roger de la Fresnaye;\N;\N;1914-00-00;\N;\N;\N
548;book;XVII. Rippl-Rónai József háborus festményeinek és rajzainak kiállitása;\N;\N;1915-00-00;106;Budapest;\N
549;book;I. Szinyei Merse Pál gyűjteményes kiállitásának katalogusa;\N;\N;1912-00-00;106;Budapest;\N
550;book;III. Zuloaga Ignacio és Brangwyn Frank gyűjteményes kiállitásának katalogusa;\N;\N;1912-00-00;106;Budapest;\N
551;book;VII.Iványi-Grünwald Béla festményeinek és magyar műgyüjtemények bemutatása. I. Dr. Sonnenfeld Zsigmond gyüjteményéből;\N;\N;1913-00-00;106;Budapest;\N
552;book;VIII. Ferenczy Károly ujabb festményei és rajzai gyüjteményes kiállítása;\N;\N;1913-00-00;106;Budapest;\N
553;book;XIII. Első csoportkiállitás;(Mányoki és Kupeczky, Szinyei Merse Pál, Csók, Fényes, Ferenczy, Herman, Iványi-Grünwald, Ligeti, Sámuel, Vadász, s a Budapesti Textilművészeti Műhely Műveiből);\N;1913-00-00;106;Budapest;\N
554;book;XVIII. Magyar mesterek második csoportkiállitása;\N;\N;1915-00-00;106;Budapest;\N
555;book;Chinese Studies by Vera Waddington;\N;\N;1910-00-00;\N;\N;\N
556;book;Catalogue of the Forty-Third Exhibition of Modern Pictures. New English Art Club;\N;\N;1910-00-00;\N;\N;\N
557;book;Szinyei Merse Pál műveinek gyüjteményes kiállítása;\N;\N;1905-00-00;107;Budapest;\N
558;book;Olgyay Ferenc műveinek gyüjteményes kiállítása;\N;\N;1905-00-00;107;Budapest;\N
559;book;Fényes Adolf gyüjteményes kiállítása;\N;\N;1905-00-00;\N;\N;\N
560;book;Ausstellung von Werken Moderner Franzosen;\N;\N;1912-00-00;\N;Vienna;\N
561;book;Exposition Albert Besnard;\N;\N;1905-00-00;\N;\N;\N
562;book;2e Exposition De la Société des Artistes Méridionaux au Capitole.;\N;\N;1907-00-00;\N;\N;\N
563;book;Exposition Natalie de Gontcharowa et Michel Larionow;\N;\N;1914-00-00;\N;\N;\N
564;article;Kirchner in Dresden;\N;Gordon, Donald;1966-00-00;\N;\N;\N
565;book;Katalog zur Ausstellung der K. G. "Brücke";in Galerie Ernst Arnold, Dresden, Schlosstrasse, September 1910;\N;1910-00-00;\N;Dresden;\N
566;book;Kirchner. Das graphische Werk;\N;Dube, Annemarie\; Dube, Wolf-Dieter;1967-00-00;\N;Munich;\N
567;book;Touring Exhibition of the Deutsches Museum für Kunst in Handel und Gewerbe/Hagen i. W.;with the co-operation of the Oesterreichisches Museum für Kunst und Industrie in Wien.;\N;1912-00-00;\N;\N;\N
568;book;Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession];\N;\N;1913-00-00;30;Munich;\N
569;book;Exposition de l'œuvre du peintre Gaston Prunier;\N;\N;1905-00-00;\N;\N;\N
570;book;Exposition de Peintures et Dessins;\N;\N;1905-00-00;\N;\N;\N
571;book;Exposition des Œuvres de Wilhelm Lehmbruck;\N;\N;1914-00-00;\N;\N;\N
572;book;Collection de M. Herbert Kullmann. Treize tableaux;de Bonnard, Cézanne, Cross, Degas, Van Gogh, Henri-Matisse, Renoir, Henri Rousseau, ect.;\N;1914-00-00;\N;\N;\N
573;book;Exhibition of Water-colors, Pastels and Etchings by John Marin;\N;\N;1910-00-00;\N;\N;\N
574;book;Exposition Cézanne;\N;\N;1914-00-00;\N;Paris;\N
575;book;Le Paysage du Midi. N° 8 du « Bulletin » et Catalogue;\N;\N;1914-00-00;\N;Paris;\N
576;book;Exposition Générale des Beaux-Arts / Salon Triennale;\N;\N;1914-00-00;\N;\N;\N
577;book;Vaszary János művei;\N;\N;1906-00-00;107;Budapest;\N
578;book;Magyar-Mannheimer Gusztáv gyüteményes kiállítása;\N;\N;1906-00-00;107;Budapest;\N
579;book;Exposition de Peintures;\N;\N;1905-00-00;\N;\N;\N
580;book;Exposition de Peintures, Pastels & Sculptures;\N;\N;1905-00-00;\N;\N;\N
581;book;Exposition De Peintures, Pastels, Aquarelles, Dessins & Croquis;\N;\N;1904-00-00;\N;\N;\N
582;book;Exposition Bonnard;\N;\N;1906-00-00;\N;\N;\N
583;book;Januar-Kunstausstellung;\N;\N;1914-00-00;\N;\N;\N
584;book;Der Blaue Reiter;\N;\N;1914-00-00;51;\N;\N
585;book;Drawings by Walter Sickert;\N;\N;1911-00-00;\N;\N;\N
586;book;Katalog der Ausstellung Preis-Konkurrenz C.R. [Carl Reininghaus]. Werke der Malerei;\N;\N;1914-00-00;\N;Vienna;\N
587;book;1888-1913. Kunstsalon Fritz Gurlitt;\N;\N;1913-00-00;\N;Berlin;\N
588;book;Der Sturm. Erste Ausstellung. Der Blaue Reiter. Franz Flaum. Oskar Kokoschka. Expressionisten;\N;\N;1912-00-00;51;\N;\N
589;book;Exposition de 17 Tableaux de Claude Monet;de la collection Faure;\N;1906-00-00;\N;\N;\N
590;book;An exhibition of pictures by Gustave Courbet;\N;\N;1911-00-00;\N;\N;\N
591;book;Exposition Anders Zorn;\N;\N;1906-00-00;\N;\N;\N
592;book;Katalog der Neuen Secession. V. Ausstellung. Zeichnende Künste. Plastik;\N;\N;1912-00-00;53;Berlin;\N
593;book;Brücke 1905-1913. Eine Künstlergemeinschaft des Expressionismus (exhibition catalogue Museum Folkwang Essen);\N;\N;1958-00-00;\N;\N;\N
594;book;Ausstellung von Künstlergruppe Brücke;\N;\N;1912-00-00;\N;\N;\N
595;book;M. Henri Brugnot;\N;\N;1906-00-00;\N;\N;\N
596;book;Exposition de Peintures;\N;\N;1906-00-00;\N;\N;\N
597;book;An Exhibition of Pictures by Walter Sickert;\N;\N;1911-00-00;\N;\N;\N
598;book;A "KÉVE" második kiállitása;\N;\N;1909-00-00;\N;\N;\N
599;book;Exhibition of Pictures by Camille Pissarro;\N;\N;1911-00-00;108;\N;\N
600;book;Peintures & Aquarelles;\N;\N;1906-00-00;\N;\N;\N
601;book;The First Exhibition of the Camden Town Group;\N;\N;1911-00-00;91;\N;\N
602;book;Exposition de 24 Tableaux et Aquarelles par MANET;Formant la collection FAURE;\N;1906-00-00;\N;\N;\N
603;book;The Second Exhibition of the Camden Town Group;\N;\N;1911-00-00;91;\N;\N
604;book;Exposition d'Œuvres des Peintres Trachsel, Gérardin, Picasso;\N;\N;1905-00-00;\N;\N;\N
605;book;Katalog der fünfundzwanzigsten Ausstellung der Berliner Secession. Zeichnende Künste;\N;\N;1912-00-00;9;Berlin;\N
606;book;Exposition Tableaux Modernes;par A. Braut, Ch. Camoin, J. L. Challie, E. Charmy, M. Dethomas, E. Diriks, G. Dufrénoy, J. Flandrin, O. Friesz, P. Girieud, Ch. Guérin, F. Jourdain, P. Laprade, H. Manguin, A. Marquet, ...;\N;1908-00-00;\N;\N;\N
607;book;Exposition François de Hatvany;\N;\N;1912-00-00;\N;\N;\N
608;book;La Libre Esthétique. Hommage à Dario de Regoyos;\N;\N;1914-00-00;\N;\N;\N
609;book;VII. Esposizione Internazionale d’Arte della Città di Venezia;Catalogo Illustrato;\N;1907-00-00;109;\N;\N
610;book;Exposition de Peintures;\N;\N;1907-00-00;\N;\N;\N
611;book;Ausstellung Hans von Marées;\N;\N;1909-00-00;8;\N;\N
612;book;Ferdinand Hodler [und Olaf Gulbransson];\N;\N;1909-00-00;\N;Vienna;\N
613;book;Exposition d'Œuvres de Sculpture et de Peinture du Salon des Artistes Indépendants de Paris;\N;\N;1914-00-00;\N;\N;\N
614;book;Exposition de Peintures;\N;\N;1907-00-00;\N;\N;\N
615;book;Exposition de Peintures & de Sculptures;\N;\N;1907-00-00;\N;\N;\N
616;book;Contemporary Works of Art chosen by The Hon. Neville Lytton;\N;\N;1911-00-00;91;\N;\N
617;book;Paintings and Drawings by C. J. Holmes;\N;\N;1911-00-00;91;\N;\N
618;book;Exposition H.-E. Cross;\N;\N;1907-00-00;\N;\N;\N
619;book;The Society of 25 Painters. Third London Exhibition;\N;\N;1907-00-00;110;\N;\N
620;book;Collection Roger Marx. Tableaux, Pastels, Dessins, Aquarelles, Sculptures;Tableaux. Pastels, Dessins, Aquarelles par Bazille, Bernard, Besnard, Bonnard, Carrière, Mary Cassatt, Cazin, Chéret, Daumier, Degas, Denis, Fantin-Latour, Forain, Gauguin, C., Guys, Ingres, ect.;\N;1914-00-00;\N;\N;\N
621;book;Eugène Delacroix;Katalog der Delacroix-Ausstellung in Berlin im Salon Paul Cassirer vom vierten November bis vierten Dezember 1907;Meier-Graefe, Julius;1907-00-00;\N;Berlin;\N
622;book;Kunst und Kunsthandwerk;\N;\N;1905-00-00;\N;\N;\N
623;book;The London Salon of the Allied Artist´s Association / Fourth Year;\N;\N;1911-00-00;\N;London;\N
624;book;The London Salon of the Allied Artists' Association / Fourth Year;\N;\N;1911-00-00;\N;London;\N
625;book;Exposition de Dessins, Aquarelles & Peintures;par MM. Beaufrère, Boudin, Dufy (Raoul), Lautrec, Van Dongen (Kees);\N;1905-00-00;\N;\N;\N
626;book;VII. csoportos kiállitás a Művészházban;\N;\N;1912-00-00;111;Budapest;\N
627;book;A Nyolcak harmadik tárlatának katalógusa;\N;\N;1912-00-00;\N;\N;\N
628;book;Catalogue of the Thirty-Ninth Exhibition of Modern Pictures by the New English Art Club, 1907;\N;\N;1907-00-00;112;London;\N
629;book;The Society of 25 Painters. Fourth London Exhibition;\N;\N;1908-00-00;110;London;\N
630;book;Water Colour Paintings by Alfred W. Rich;\N;\N;1908-00-00;112;London;\N
631;book;Nikolai Konstantinowitsch Roerich. Kollektivausstellung;\N;\N;1906-00-00;\N;Vienna;\N
632;book;Exposition Manguin;\N;\N;1913-00-00;\N;\N;\N
633;book;Bonnard, Oeuvres récentes (Deux Panneaux Décoratifs et des Tableaux);\N;\N;1913-00-00;\N;\N;\N
634;book;Wilhelm Bernatzik. 1853-1906;Ausstellung der Hauptwerke und des künstlerischen Nachlasses;\N;1907-00-00;\N;Vienna;\N
635;book;Exposition Henri-Matisse, Tableaux du Maroc et Sculpture;\N;\N;1913-00-00;\N;\N;\N
636;book;Exposition Annuelle, 1er Groupe;MM. Maurice Denis, Hermann-Paul, Pierre Laprade, Henri Lebasque, Aristide Maillol, Théo Van Rysselberghe, Paul Sérusier, Félix Vallotton, Louis Valtat. Invités: MM. Bissière, Roussel-Masure;\N;1913-00-00;\N;\N;\N
637;book;Kollektiv-Ausstellung. Josef Vaic, Vojtěch Preissig;\N;\N;1907-00-00;\N;Vienna;\N
638;book;Exposition;de M. Asselin\; H. Doucet\; L. Mainssieux\; Cl. Rameau\; E. Roustan\; E. Zak - Peintres R. Desvallières - Ferronnier;\N;1913-00-00;\N;\N;\N
639;book;Exposition Georges Seurat (1859-1891);\N;\N;1908-00-00;\N;\N;\N
640;book;L'Algérie, La Tunisie & Les Indes;Œuvres Rapportées De Leurs Voyages Aux Colonies Par Les Boursiers De La Section Des Beaux-Arts;\N;1908-00-00;\N;\N;\N
641;book;Hermann Haller: Plastiken. Max Mayrshofer: Zeichnungen;\N;\N;1908-00-00;\N;Vienna;\N
642;book;Kollektiv-Ausstellung. Maria Slavona, Richard Pollak-Karlin;\N;\N;1908-00-00;\N;Vienna;\N
643;book;Prof. Jacob Alberts;\N;\N;1909-00-00;\N;Vienna;\N
644;book;Hagenbund. Katalog der vierzehnten Ausstellung;\N;\N;1905-00-00;17;Vienna;\N
645;book;Hagenbund. Katalog der fünfzehnten Ausstellung;\N;\N;1905-00-00;17;Vienna;\N
646;book;Hagenbund. Katalog der neunzehnten Ausstellung;\N;\N;1906-00-00;17;Vienna;\N
647;book;A gödöllői művésztelep 1901-1920;\N;Gellér Katalin;2001-00-00;113;Gödöllő;\N
648;book;Körösfői Kriesch Aladár, Nagy Sándorék és a Gödöllőiek kiállitása;\N;\N;1909-00-00;\N;\N;\N
649;book;A Neukunst Wien 1912 Vendégművészeinek Kiállítása a Művészházban;\N;\N;1912-00-00;\N;\N;\N
650;book;Kalauz a Művészház Kernstock Károly Retrospekiv Kiállitásához;\N;\N;1911-00-00;111;Budapest;\N
651;book;Exposition Permanente;\N;\N;1908-00-00;\N;\N;\N
652;book;La Libre Esthétique, Salon Jubilaire;\N;\N;1908-00-00;\N;\N;\N
653;book;Márk Lajos Gyüjteményes Kiállítása;\N;\N;1907-00-00;\N;\N;\N
654;book;Grünwald Iványi Béla gyüjteményes kiállítása;\N;\N;1906-00-00;107;Budapest;\N
655;book;Exposition Maurice Denis;\N;\N;1908-00-00;\N;\N;\N
656;book;Csók István kiállítása;\N;\N;1914-00-00;\N;\N;\N
657;book;L'Exposition d'Art Francais Contemporain au Chateau Des Rohan;\N;\N;1907-00-00;\N;\N;\N
658;book;L'Atelier de Sisley;\N;\N;1907-00-00;\N;\N;\N
659;book;Modern francia nagymesterek tárlata. Magyar müvészek karácsonyi művásárja és az Éremkedvelők Egyesületének kiállitása;\N;\N;1907-00-00;\N;\N;\N
660;book;Tavaszi kiállitás. Gauguin, Cézanne stb. művei;\N;\N;1907-00-00;\N;\N;\N
661;book;Hollósi Simon, Feiks Jenő, Feiks Alfréd, Jules Pascin, Kubin Alfréd, Kober Leo kiállitása;\N;\N;1908-00-00;\N;\N;\N
662;book;Max Liebermann, Louis Corinth, Walter Leistikow, Max Slevogt kiállitása;\N;\N;1908-00-00;\N;\N;\N
663;book;Esposizione Retrospettiva di Pittura e Scultura;\N;\N;1910-00-00;\N;\N;\N
664;book;M.I.É.N.K. [1];\N;\N;1908-00-00;\N;\N;\N
665;book;M.I.É.N.K. Második Kiállitása;\N;\N;1909-00-00;\N;\N;\N
666;book;Hollandi mesterek kiállitása Könyves Kálmán Szalonjában;\N;\N;1910-00-00;\N;\N;\N
667;book;M.I.É.N.K. III-ik kiállítás;\N;\N;1910-00-00;\N;\N;\N
668;book;Svájci Művészek (Société des Peintres Sculpteurs et Architectes Suisses) Kiállítása;\N;\N;1910-00-00;\N;\N;\N
669;book;A Művészház bibliai kiállítása és Jacobey Károly művészeti hagyatéka;\N;\N;1910-00-00;\N;\N;\N
670;book;A Művészház téli kiállítása;\N;\N;1910-00-00;\N;\N;\N
671;book;Kalauz a Művészház nemzetközi Impresszionista kiállitásához;\N;\N;1910-00-00;111;\N;\N
672;book;A Művészház zsűrimentes kiállítása;\N;\N;1910-00-00;\N;\N;\N
673;book;"Nyolcak" Kiállitása;\N;\N;1911-00-00;\N;\N;\N
674;book;Rippl-Rónai Retrospektiv Kiállitása 1888-1911;\N;\N;1911-00-00;\N;\N;\N
675;book;A KÉVE negyedik kiállítása;\N;\N;1913-00-00;\N;\N;\N
676;book;Kalauz a Művészház Bund Österreichischer Künstler és Gustav Klimt gyüjteményes kiállitására;\N;\N;1913-00-00;111;Budapest;\N
677;book;Katalogus a Művészház Nemzetközi Postimpresszionista Kiállitásához;\N;\N;1913-00-00;\N;\N;\N
678;book;Zsűrimentes kiállitás a Művészházban;\N;\N;1913-00-00;111;Budapest;\N
679;book;Hagenbund. Katalog der XXIII. Ausstellung;\N;\N;1907-00-00;17;Vienna;\N
680;book;Tableaux Modernes. Aquarelles, Dessins et Pastels;par Bonnard (Pierre), Courbet, Cross (H. E.), Degas, Denis (Maurice), Gauguin (Paul), Van Gogh, Guys (Constantin), Matisse (Henri), Monticelli, Pissarro (Camille), Redon (Odilon), Renoir, ...;\N;1908-00-00;\N;\N;\N
681;book;Katalog XVI. výstavy výtvarn. umělců Manes v Praze;\N;\N;1905-00-00;\N;Prague;\N
682;book;Katalog XVII. výstavy S. V. U. Manes v Praze. Dánské umění (Den Frie Udstilling);\N;\N;1905-00-00;46;Prague;\N
683;book;Katalog XVIII. výstavy S. V. U. Manes v Praze. Fr. Šimon;\N;\N;1905-00-00;\N;Prague;\N
